Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
73,Tentacruel,"Tentacruel is a Water/Poison type Pokémon introduced in Generation 1. In Generation 9 a similar-looking Pokémon Toedscruel was discovered, however it is a separate species to Tentacruel.",ドククラゲ (Dokukurage),tentacle: the ‘limb’ of a sea creature | cruel: mean,https://img.pokemondb.net/artwork/tentacruel.jpg,Jellyfish,160,5500,Water, Poison,"Clear Body, Liquid Ooze, Rain Dish",2 Sp. Def,60,180,Slow,50,50,50,1
74,Geodude,"Geodude is a Rock/Ground type Pokémon introduced in Generation 1. Geodude has an Alolan Form, introduced in Pokémon Sun/Moon.",イシツブテ (Isitsubute),geo-: of or relating to the Earth | dude: person (usually male),https://img.pokemondb.net/artwork/geodude.jpg,Rock,40,2000,Rock, Ground,"Rock Head, Sturdy, Sand Veil",1 Defense,255,60,Medium Slow,50,50,50,1
75,Graveler,"Graveler is a Rock/Ground type Pokémon introduced in Generation 1. Graveler has an Alolan Form, introduced in Pokémon Sun/Moon.",ゴローン (Golone),gravel: small rocks/pebbles,https://img.pokemondb.net/artwork/graveler.jpg,Rock,100,10500,Rock, Ground,"Rock Head, Sturdy, Sand Veil",2 Defense,120,137,Medium Slow,50,50,50,1
76,Golem,"Golem is a Rock/Ground type Pokémon introduced in Generation 1. Golem has an Alolan Form, introduced in Pokémon Sun/Moon.",ゴローニャ (Golonya),golem: stone figure from Jewish folklore,https://img.pokemondb.net/artwork/golem.jpg,Megaton,140,30000,Rock, Ground,"Rock Head, Sturdy, Sand Veil",3 Defense,45,223,Medium Slow,50,50,50,1
77,Ponyta,"Ponyta is a Fire type Pokémon introduced in Generation 1. Ponyta has a Galarian Form, introduced in Pokémon Sword/Shield. It is said that they were exposed to the overflowing life energy of the Glimwood Tangle forest over many generations, and this is why their appearance became unique in the Galar region.",ポニータ (Ponyta),pony: a small horse | ponytail: a hairstyle that resembles a pony’s tail,https://img.pokemondb.net/artwork/ponyta.jpg,Fire Horse,100,3000,Fire,,"Run Away, Flash Fire, Flame Body",1 Speed,190,82,Medium Fast,50,50,50,1
78,Rapidash,"Rapidash is a Fire type Pokémon introduced in Generation 1. Rapidash has a Galarian Form, introduced in Pokémon Sword/Shield.",ギャロップ (Gallop),rapid: fast | ash: remains of a fire | dash: move quickly,https://img.pokemondb.net/artwork/rapidash.jpg,Fire Horse,170,9500,Fire,,"Run Away, Flash Fire, Flame Body",2 Speed,60,175,Medium Fast,50,50,50,1
79,Slowpoke,Slowpoke is a Water/Psychic type Pokémon introduced in Generation 1. Slowpoke has a Galarian form available in the latest update to Sword & Shield.,ヤドン (Yadon),slow: not fast | slowpoke: nickname for a slow person,https://img.pokemondb.net/artwork/slowpoke.jpg,Dopey,120,3600,Water, Psychic,"Oblivious, Own Tempo, Regenerator",1 HP,190,63,Medium Fast,50,50,50,1
80,Slowbro,"Slowbro is a Water/Psychic type Pokémon introduced in Generation 1. Slowbro has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go, and a Galarian Form, introduced in the Pokémon Sword/Shield Expansion Pass.",ヤドラン (Yadoran),"slow: not fast | bro: friend, pal",https://img.pokemondb.net/artwork/slowbro.jpg,Hermit Crab,160,7850,Water, Psychic,"Oblivious, Own Tempo, Regenerator",2 Defense,75,172,Medium Fast,50,50,50,1
81,Magnemite,Magnemite is an Electric/Steel type Pokémon introduced in Generation 1.,コイル (Coil),magnet: attracting object | mite: small thing,https://img.pokemondb.net/artwork/magnemite.jpg,Magnet,30,600,Electric, Steel,"Magnet Pull, Sturdy, Analytic",1 Sp. Atk,190,65,Medium Fast,0,0,50,1
82,Magneton,"Magneton is an Electric/Steel type Pokémon introduced in Generation 1. In Generation 9, a Paradox Pokémon Sandy Shocks was discovered, which bears a striking resemblance to Magneton.",レアコイル (Rarecoil),magnet: attracting object | ton: large weight,https://img.pokemondb.net/artwork/magneton.jpg,Magnet,100,6000,Electric, Steel,"Magnet Pull, Sturdy, Analytic",2 Sp. Atk,60,163,Medium Fast,0,0,50,1
83,Farfetch'd,"Farfetch'd is a Normal/Flying type Pokémon introduced in Generation 1. Farfetch'd has a Galarian Form, introduced in Pokémon Sword/Shield, which evolves into Sirfetch'd.",カモネギ (Kamonegi),"far-fetched: improbable, unlikely",https://img.pokemondb.net/artwork/farfetchd.jpg,Wild Duck,80,1500,Normal, Flying,"Keen Eye, Inner Focus, Defiant",1 Attack,45,132,Medium Fast,50,50,50,1
84,Doduo,Doduo is a Normal/Flying type Pokémon introduced in Generation 1.,ドードー (Dodo),dodo: extinct bird | duo: group of two,https://img.pokemondb.net/artwork/doduo.jpg,Twin Bird,140,3920,Normal, Flying,"Run Away, Early Bird, Tangled Feet",1 Attack,190,62,Medium Fast,50,50,50,1
85,Dodrio,Dodrio is a Normal/Flying type Pokémon introduced in Generation 1.,ドードリオ (Dodorio),dodo: extinct bird | trio: group of three,https://img.pokemondb.net/artwork/dodrio.jpg,Triple Bird,180,8520,Normal, Flying,"Run Away, Early Bird, Tangled Feet",2 Attack,45,165,Medium Fast,50,50,50,1
86,Seel,Seel is a Water type Pokémon introduced in Generation 1.,パウワウ (Pawou),seal: aquatic mammal,https://img.pokemondb.net/artwork/seel.jpg,Sea Lion,110,9000,Water,,"Thick Fat, Hydration, Ice Body",1 Sp. Def,190,65,Medium Fast,50,50,50,1
87,Dewgong,Dewgong is a Water/Ice type Pokémon introduced in Generation 1.,ジュゴン (Jugon),dugong: aquatic mammal | dew: moisture often found on grass or plants,https://img.pokemondb.net/artwork/dewgong.jpg,Sea Lion,170,12000,Water, Ice,"Thick Fat, Hydration, Ice Body",2 Sp. Def,75,166,Medium Fast,50,50,50,1
88,Grimer,"Grimer is a Poison type Pokémon introduced in Generation 1. Grimer has an Alolan Form, introduced in Pokémon Sun/Moon.",ベトベター (Betbeter),grime: dirt,https://img.pokemondb.net/artwork/grimer.jpg,Sludge,90,3000,Poison,,"Stench, Sticky Hold, Poison Touch",1 HP,190,65,Medium Fast,50,50,50,1
89,Muk,"Muk is a Poison type Pokémon introduced in Generation 1. Muk has an Alolan Form, introduced in Pokémon Sun/Moon.",ベトベトン (Betbeton),muck: dirt,https://img.pokemondb.net/artwork/muk.jpg,Sludge,120,3000,Poison,,"Stench, Sticky Hold, Poison Touch","1 HP, 1 Attack",75,175,Medium Fast,50,50,50,1
90,Shellder,Shellder is a Water type Pokémon introduced in Generation 1.,シェルダー (Shellder),shell: hard cover | shelter: to protect,https://img.pokemondb.net/artwork/shellder.jpg,Bivalve,30,400,Water,,"Shell Armor, Skill Link, Overcoat",1 Defense,190,61,Slow,50,50,50,1
91,Cloyster,Cloyster is a Water/Ice type Pokémon introduced in Generation 1.,パルシェン (Parshen),clam: marine creature | oyster: marine creature | cloister: to confine or seclude oneself,https://img.pokemondb.net/artwork/cloyster.jpg,Bivalve,150,13250,Water, Ice,"Shell Armor, Skill Link, Overcoat",2 Defense,60,184,Slow,50,50,50,1
92,Gastly,Gastly is a Ghost/Poison type Pokémon introduced in Generation 1.,ゴース (Ghos),gas: air-like fluid substance | ghastly: horrifying,https://img.pokemondb.net/artwork/gastly.jpg,Gas,130,10,Ghost, Poison,Levitate,1 Sp. Atk,190,62,Medium Slow,50,50,50,1
93,Haunter,Haunter is a Ghost/Poison type Pokémon introduced in Generation 1.,ゴースト (Ghost),haunter: a person who scares others,https://img.pokemondb.net/artwork/haunter.jpg,Gas,160,10,Ghost, Poison,Levitate,2 Sp. Atk,90,142,Medium Slow,50,50,50,1
94,Gengar,"Gengar is a Ghost/Poison type Pokémon introduced in Generation 1. Gengar has a Mega Evolution, available in Generation 6 games and Pokémon Go; it also has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Terror.",ゲンガー (Gangar),doppelgänger: a person’s exact double or ‘shadow’,https://img.pokemondb.net/artwork/gengar.jpg,Shadow,150,4050,Ghost, Poison,Cursed Body,3 Sp. Atk,45,250,Medium Slow,50,50,50,1
95,Onix,Onix is a Rock/Ground type Pokémon introduced in Generation 1.,イワーク (Iwark),onyx: a type of rock,https://img.pokemondb.net/artwork/onix.jpg,Rock Snake,880,21000,Rock, Ground,"Rock Head, Sturdy, Weak Armor",1 Defense,45,77,Medium Fast,50,50,50,1
96,Drowzee,Drowzee is a Psychic type Pokémon introduced in Generation 1.,スリープ (Sleepe),"drowsy: tired, sleepy | zee: the letter ‘z’, often used to denote sleep",https://img.pokemondb.net/artwork/drowzee.jpg,Hypnosis,100,3240,Psychic,,"Insomnia, Forewarn, Inner Focus",1 Sp. Def,190,66,Medium Fast,50,50,50,1
97,Hypno,Hypno is a Psychic type Pokémon introduced in Generation 1.,スリーパー (Sleeper),hypnosis: a trance or sleep,https://img.pokemondb.net/artwork/hypno.jpg,Hypnosis,160,7559,Psychic,,"Insomnia, Forewarn, Inner Focus",2 Sp. Def,75,169,Medium Fast,50,50,50,1
98,Krabby,Krabby is a Water type Pokémon introduced in Generation 1.,クラブ (Crab),"crab: marine creature | crabby: irritable, bad-tempered",https://img.pokemondb.net/artwork/krabby.jpg,River Crab,40,650,Water,,"Hyper Cutter, Shell Armor, Sheer Force",1 Attack,225,65,Medium Fast,50,50,50,1
99,Kingler,"Kingler is a Water type Pokémon introduced in Generation 1. Kingler has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Foam Burst.",キングラー (Kingler),king: a species of crab; royalty | fiddler: a species of crab,https://img.pokemondb.net/artwork/kingler.jpg,Pincer,130,6000,Water,,"Hyper Cutter, Shell Armor, Sheer Force",2 Attack,60,166,Medium Fast,50,50,50,1
100,Voltorb,"Voltorb is an Electric type Pokémon introduced in Generation 1. Voltorb has a Hisuian Form, introduced in Pokémon Legends: Arceus.",ビリリダマ (Biriridama),volt: unit of electricity | orb: spherical object,https://img.pokemondb.net/artwork/voltorb.jpg,Ball,50,1040,Electric,,"Soundproof, Static, Aftermath",1 Speed,190,66,Medium Fast,0,0,50,1
101,Electrode,"Electrode is an Electric type Pokémon introduced in Generation 1. Electrode has a Hisuian Form, introduced in Pokémon Legends: Arceus.",マルマイン (Marumine),electrode: electrical conductor | explode: to self-destruct,https://img.pokemondb.net/artwork/electrode.jpg,Ball,120,6659,Electric,,"Soundproof, Static, Aftermath",2 Speed,60,172,Medium Fast,0,0,50,1
102,Exeggcute,Exeggcute is a Grass/Psychic type Pokémon introduced in Generation 1.,タマタマ (Tamatama),egg: oval object in which animals develop | execute: to exterminate,https://img.pokemondb.net/artwork/exeggcute.jpg,Egg,40,250,Grass, Psychic,"Chlorophyll, Harvest",1 Defense,90,65,Slow,50,50,50,1
103,Exeggutor,"Exeggutor is a Grass/Psychic type Pokémon introduced in Generation 1. Exeggutor has an Alolan Form, introduced in Pokémon Sun/Moon.",ナッシー (Nassy),egg: oval object in which animals develop | executor: an exterminator,https://img.pokemondb.net/artwork/exeggutor.jpg,Coconut,200,12000,Grass, Psychic,"Chlorophyll, Harvest",2 Sp. Atk,45,186,Slow,50,50,50,1
104,Cubone,Cubone is a Ground type Pokémon introduced in Generation 1.,カラカラ (Karakara),cub: baby animal | bone: structure making up a skeleton,https://img.pokemondb.net/artwork/cubone.jpg,Lonely,40,650,Ground,,"Rock Head, Lightning Rod, Battle Armor",1 Defense,190,64,Medium Fast,50,50,50,1
105,Marowak,"Marowak is a Ground type Pokémon introduced in Generation 1. Marowak has an Alolan Form, introduced in Pokémon Sun/Moon.",ガラガラ (Garagara),marrow: material inside bone | whack: to hit,https://img.pokemondb.net/artwork/marowak.jpg,Bone Keeper,100,4500,Ground,,"Rock Head, Lightning Rod, Battle Armor",2 Defense,75,149,Medium Fast,50,50,50,1
106,Hitmonlee,Hitmonlee is a Fighting type Pokémon introduced in Generation 1.,サワムラー (Sawamular),"hit: to strike | mon: monster | lee: from Bruce Lee, martial arts actor",https://img.pokemondb.net/artwork/hitmonlee.jpg,Kicking,150,4980,Fighting,,"Limber, Reckless, Unburden",2 Attack,45,159,Medium Fast,100,0,50,1
107,Hitmonchan,Hitmonchan is a Fighting type Pokémon introduced in Generation 1.,エビワラー (Ebiwalar),"hit: to strike | mon: monster | chan: from Jackie Chan, martial arts actor",https://img.pokemondb.net/artwork/hitmonchan.jpg,Punching,140,5020,Fighting,,"Keen Eye, Iron Fist, Inner Focus",2 Sp. Def,45,159,Medium Fast,100,0,50,1
108,Lickitung,Lickitung is a Normal type Pokémon introduced in Generation 1.,ベロリンガ (Beroringa),lick: touch with the tongue | tongue: muscle in mouth,https://img.pokemondb.net/artwork/lickitung.jpg,Licking,120,6550,Normal,,"Own Tempo, Oblivious, Cloud Nine",2 HP,45,77,Medium Fast,50,50,50,1
109,Koffing,Koffing is a Poison type Pokémon introduced in Generation 1.,ドガース (Dogars),coughing: expulsion of air from the lungs,https://img.pokemondb.net/artwork/koffing.jpg,Poison Gas,60,100,Poison,,"Levitate, Neutralizing Gas, Stench",1 Defense,190,68,Medium Fast,50,50,50,1
110,Weezing,"Weezing is a Poison type Pokémon introduced in Generation 1. Weezing has a Galarian Form, introduced in Pokémon Sword/Shield.",マタドガス (Matadogas),wheezing: breathing with difficulty,https://img.pokemondb.net/artwork/weezing.jpg,Poison Gas,120,950,Poison,,"Levitate, Neutralizing Gas, Stench",2 Defense,60,172,Medium Fast,50,50,50,1
111,Rhyhorn,Rhyhorn is a Ground/Rock type Pokémon introduced in Generation 1.,サイホーン (Sihorn),rhino: large African mammal | horn: the spike on a rhino’s head,https://img.pokemondb.net/artwork/rhyhorn.jpg,Spikes,100,11500,Ground, Rock,"Lightning Rod, Rock Head, Reckless",1 Defense,120,69,Slow,50,50,50,1
112,Rhydon,Rhydon is a Ground/Rock type Pokémon introduced in Generation 1.,サイドン (Sidon),rhino: large African mammal | don: of great size/importance; lord or master,https://img.pokemondb.net/artwork/rhydon.jpg,Drill,190,12000,Ground, Rock,"Lightning Rod, Rock Head, Reckless",2 Attack,60,170,Slow,50,50,50,1
113,Chansey,Chansey is a Normal type Pokémon introduced in Generation 1.,ラッキー (Lucky),chance: probability,https://img.pokemondb.net/artwork/chansey.jpg,Egg,110,3460,Normal,,"Natural Cure, Serene Grace, Healer",2 HP,30,395,Fast,0,100,140,1
114,Tangela,Tangela is a Grass type Pokémon introduced in Generation 1.,モンジャラ (Monjara),tangle: twisted mesh of strands (e.g. vines),https://img.pokemondb.net/artwork/tangela.jpg,Vine,100,3500,Grass,,"Chlorophyll, Leaf Guard, Regenerator",1 Defense,45,87,Medium Fast,50,50,50,1
115,Kangaskhan,"Kangaskhan is a Normal type Pokémon introduced in Generation 1. Kangaskhan has a Mega Evolution, available in Generation 6 games and Pokémon Go.",ガルーラ (Garura),kangaroo: Australian mammal | Genghis Khan: Mongolian leader,https://img.pokemondb.net/artwork/kangaskhan.jpg,Parent,220,8000,Normal,,"Early Bird, Scrappy, Inner Focus",2 HP,45,172,Medium Fast,0,100,50,1
116,Horsea,Horsea is a Water type Pokémon introduced in Generation 1.,タッツー (Tattu),seahorse: marine creature | horsie: cutesy slang for ‘horse’,https://img.pokemondb.net/artwork/horsea.jpg,Dragon,40,800,Water,,"Swift Swim, Sniper, Damp",1 Sp. Atk,225,59,Medium Fast,50,50,50,1
117,Seadra,Seadra is a Water type Pokémon introduced in Generation 1.,シードラ (Seadra),sea: large body of water | dragon: mythical fire-breathing creature,https://img.pokemondb.net/artwork/seadra.jpg,Dragon,120,2500,Water,,"Poison Point, Sniper, Damp","1 Defense, 1 Sp. Atk",75,154,Medium Fast,50,50,50,1
118,Goldeen,Goldeen is a Water type Pokémon introduced in Generation 1.,トサキント (Tosakinto),goldfish: a species of fish | queen: royalty,https://img.pokemondb.net/artwork/goldeen.jpg,Goldfish,60,1500,Water,,"Swift Swim, Water Veil, Lightning Rod",1 Attack,225,64,Medium Fast,50,50,50,1
119,Seaking,Seaking is a Water type Pokémon introduced in Generation 1.,アズマオウ (Azumao),sea: large body of water | king: royalty,https://img.pokemondb.net/artwork/seaking.jpg,Goldfish,130,3900,Water,,"Swift Swim, Water Veil, Lightning Rod",2 Attack,60,158,Medium Fast,50,50,50,1
120,Staryu,Staryu is a Water type Pokémon introduced in Generation 1.,ヒトデマン (Hitodeman),starfish: marine creature | you: opposite of me (from Starmie),https://img.pokemondb.net/artwork/staryu.jpg,Star Shape,80,3450,Water,,"Illuminate, Natural Cure, Analytic",1 Speed,225,68,Slow,0,0,50,1
121,Starmie,Starmie is a Water/Psychic type Pokémon introduced in Generation 1.,スターミー (Starmie),starfish: marine creature | me: opposite of you (from Staryu),https://img.pokemondb.net/artwork/starmie.jpg,Mysterious,110,8000,Water, Psychic,"Illuminate, Natural Cure, Analytic",2 Speed,60,182,Slow,0,0,50,1
122,Mr. Mime,"Mr. Mime is a Psychic/Fairy type Pokémon introduced in Generation 1. Mr. Mime has a Galarian Form, introduced in Pokémon Sword/Shield, which evolves into Mr. Rime.",バリヤード (Barrierd),Mr.: male title of respect | mime artist: a silent performer,https://img.pokemondb.net/artwork/mr-mime.jpg,Barrier,130,5450,Psychic, Fairy,"Soundproof, Filter, Technician",2 Sp. Def,45,161,Medium Fast,50,50,50,1
123,Scyther,"Scyther is a Bug/Flying type Pokémon introduced in Generation 1. Scyther is a green, insectoid Pokémon. It has large, blade-like forearms, a pair of wings on its back, and it stands on two clawed feet. Its head is topped with a pointed crest. Scyther's design is primarily inspired by a praying mantis. Scyther is unusual in that it has two evolutions spread across different generations. From Gold/Silver onward it can evolve into Scizor, and in Legends: Arceus a new evolution Kleavor was introduced. Each evolution changes its type, replacing Flying with Steel and Rock respectively. All three Pokémon also have the same base stat total of 500, however the distribution between the individual stats (Attack, Defense and so on) changes around.",ストライク (Strike),scythe: sword-like implement,https://img.pokemondb.net/artwork/scyther.jpg,Mantis,150,5600,Bug, Flying,"Swarm, Technician, Steadfast",1 Attack,45,100,Medium Fast,50,50,50,1
